,title,id,vote_count,vote_average,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
4106,Clockwatchers,55561,13,5.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,The Virginity Hit,42889,19,4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,Subway,10656,86,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4109,House of D,24363,23,6.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4110,Teeth,13121,210,5.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4111,Six-String Samurai,24746,36,5.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4112,Hum To Mohabbat Karega,325140,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4113,It's All Gone Pete Tong,12109,52,7.1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4114,Saint John of Las Vegas,27023,18,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4115,24 7: Twenty Four Seven,22913,10,6.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4116,Stonewall,273899,32,5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4117,Roadside Romeo,20653,3,6.7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4118,This Thing of Ours,67373,1,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4119,The Lost Medallion: The Adventures of Billy Stone,171759,13,5.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4120,The Last Five Years,206296,143,5.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
4121,The Missing Person,35219,9,6.4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4122,Return of the Living Dead 3,28260,88,5.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
4123,London,7515,96,6.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4124,Sherrybaby,13075,41,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4125,Circle,335866,333,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4126,Eden Lake,13510,406,6.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4127,Plush,215881,40,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4128,Lesbian Vampire Killers,18238,124,5.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4129,Gangster's Paradise: Jerusalema,22600,16,6.8,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4130,Freeze Frame,12612,18,6.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4131,Grave Encounters,50698,381,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4132,Stitches,115210,92,5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4133,Nine Dead,34335,84,5.2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4134,"To Be Frank, Sinatra at 100",459488,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4135,Bananas,11302,165,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4136,Supercapitalist,119458,2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4137,Rockaway,20406,2,5.8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4138,The Lady from Shanghai,3766,102,7.2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4139,No Man's Land: The Rise of Reeker,18616,27,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4140,Highway,18808,37,5.6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4141,Small Apartments,95755,50,5.7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4142,Coffee Town,198062,45,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4143,The Ghastly Love of Johnny X,188652,8,6.6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4144,All Is Bright,174311,36,5.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4145,The Torture Chamber of Dr. Sadism,12602,12,6.3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
4146,Straight A's,153795,46,5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4147,A Funny Thing Happened on the Way to the Forum,17768,24,6.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4148,Slacker Uprising,13516,10,5.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4149,The Legend of Hell's Gate: An American Conspiracy,98549,8,3.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4150,The Walking Deceased,312793,35,4.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4151,The Curse of Downers Grove,309919,24,4.4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
4152,Shark Lake,299553,19,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4153,River's Edge,21309,59,6.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4154,Northfork,32235,24,6.7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4155,The Marine 4: Moving Target,329540,49,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4156,Buried,26388,827,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4157,Submarine,49020,443,7.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4158,The Square,159037,55,7.8,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4159,One to Another,12838,12,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,ABCD (Any Body Can Dance),157293,10,5.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4161,Man on Wire,14048,275,7.5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4162,Abandoned,356987,27,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4163,Brotherly Love,295886,21,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4164,The Last Exorcism,38358,328,5.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4165,Nowhere Boy,33511,244,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4166,A Streetcar Named Desire,702,281,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4167,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,935,1442,8.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4168,The Crime of Padre Amaro,542,36,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4169,Beasts of the Southern Wild,84175,403,6.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4170,Battle for the Planet of the Apes,1705,215,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4171,Songcatcher,62677,9,5.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4172,Higher Ground,50875,14,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4173,Vaalu,260778,5,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4174,The Greatest Movie Ever Sold,58492,88,6.4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4175,Ed and His Dead Mother,44562,12,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4176,Travellers and Magicians,37232,9,6.8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4177,Hang 'em High,4929,192,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4178,Deadline - U.S.A.,36334,17,6.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4179,Sublime,9783,33,5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4180,A Beginner's Guide to Snuff,386826,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4181,Independence Daysaster,205126,22,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4182,Dysfunctional Friends,98557,4,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4183,Run Lola Run,104,664,7.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4184,May,10894,152,6.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4185,Against the Wild,246449,19,4.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4186,Under the Same Moon,32579,28,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4187,Conquest of the Planet of the Apes,1688,236,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4188,In the Bedroom,1999,89,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4189,I Spit on Your Grave,43947,519,6.3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4190,"Happy, Texas",24066,39,5.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,My Summer of Love,9709,59,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
4192,The Lunchbox,191714,221,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4193,Yes,25312,7,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4194,You Can't Take It With You,34106,79,7.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4195,From Here to Eternity,11426,133,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
4196,She Wore a Yellow Ribbon,13909,61,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4197,Grace Unplugged,206284,24,6.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4198,Foolish,27455,3,6.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4199,N-Secure,66468,4,4.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4200,Caramel,7973,52,6.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4201,Out of the Dark,283686,55,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4202,The Bubble,15976,20,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4203,The Conversation,592,372,7.5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4204,Dil Jo Bhi Kahey...,74084,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4205,Mississippi Mermaid,1651,32,6.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4206,I Love Your Work,25428,2,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4207,Cabin Fever,298584,111,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4208,Waitress,10758,129,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4209,Bloodsport,11690,363,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4210,Mr. Smith Goes to Washington,3083,241,7.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4211,Kids,9344,279,6.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4212,The Squid and the Whale,10707,226,6.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4213,Kissing Jessica Stein,15647,48,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4214,Kickboxer: Vengeance,308529,99,4.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4215,Spellbound,4174,160,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4216,Exotica,20156,64,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4217,Buffalo '66,9464,166,7.1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4218,Insidious,49018,1737,6.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4219,Repo Man,13820,144,6.7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4220,Nine Queens,18079,153,7.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4221,The Gatekeepers,127918,39,6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222,The Ballad of Jack and Rose,17113,43,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,The To Do List,129139,342,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4224,Killing Zoe,507,111,6.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4225,The Believer,4012,151,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,Snow Angels,14054,48,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4227,Unsullied,323271,1,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4228,Session 9,10972,251,6.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4229,I Want Someone to Eat Cheese With,13066,12,5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4230,Mooz-lum,66025,3,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,Hatchet,11908,159,5.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4232,Modern Times,3082,856,8.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4233,Stolen Summer,39541,9,6.4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4234,My Name Is Bruce,1961,107,5.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4235,The Salon,51820,1,3.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4236,Road Hard,291362,8,6.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4237,Forty Shades of Blue,30082,2,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4238,Amigo,72913,2,6.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
4239,Pontypool,23963,183,6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
4240,Trucker,29406,16,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,Me You and Five Bucks,361505,2,10.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4242,The Lords of Salem,104755,242,5.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4243,Housebound,253306,358,6.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4244,Wal-Mart: The High Cost of Low Price,29595,24,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4245,Fetching Cody,46729,6,6.8,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
4246,Last I Heard,294600,1,6.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4247,Closer to the Moon,137347,13,6.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4248,Mutant World,290370,9,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4249,Growing Up Smith,426469,7,7.4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4250,Checkmate,356841,13,4.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4251,#Horror,301325,52,3.3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
4252,Wind Walkers,347755,6,7.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4253,Snow White and the Seven Dwarfs,408,1914,6.9,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4254,The Holy Girl,44413,10,6.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4255,Shalako,39209,12,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4256,Incident at Loch Ness,48463,18,5.9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4257,The Dog Lover,394047,6,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4258,GirlHouse,312791,97,5.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4259,The Blue Room,266034,32,6.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4260,House at the End of the Drive,280381,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4261,"Lock, Stock and Two Smoking Barrels",100,1648,7.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4262,The Ballad of Gregorio Cortez,218500,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4263,The Celebration,309,207,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4264,Trees Lounge,27845,51,6.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4265,Journey from the Fall,25784,1,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4266,The Basket,52790,6,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4267,Eddie: The Sleepwalking Cannibal,100275,30,6.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4268,Queen of the Mountains,295914,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4269,Def-Con 4,42033,10,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4270,The Hebrew Hammer,19187,18,5.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4271,Neal 'n' Nikki,46415,4,2.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4272,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,38570,34,3.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4273,Forget Me Not,27588,66,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4274,Rebecca,223,336,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4275,Friday the 13th Part 2,9725,315,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4276,The Lost Weekend,28580,112,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,C.H.U.D.,23730,62,5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4278,Filly Brown,84197,10,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4279,The Lion of Judah,46256,2,5.8,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4280,Niagara,19997,79,6.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4281,How Green Was My Valley,43266,72,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4282,Da Sweet Blood of Jesus,278316,13,4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4283,"Sex, Lies, and Videotape",1412,185,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4284,Saw,176,2184,7.2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4285,Super Troopers,39939,362,6.6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4286,The Algerian,357834,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4287,The Amazing Catfish,215924,17,5.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4288,Monsoon Wedding,480,57,6.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4289,You Can Count on Me,14295,88,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4290,The Trouble with Harry,11219,149,6.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4291,But I'm a Cheerleader,20770,101,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4292,Home Run,176124,24,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4293,Reservoir Dogs,500,3697,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4294,The Blue Bird,60400,8,6.4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4295,"The Good, the Bad and the Ugly",429,2311,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4296,The Second Mother,310569,165,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4297,Blue Like Jazz,98369,25,5.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4298,"Pink Ribbons, Inc.",89750,6,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4299,Certifiably Jonathan,49951,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300,Desire,86331,140,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4301,The Blade of Don Juan,355629,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4302,Grand Theft Parsons,16433,11,6.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4303,Extreme Movie,15544,44,3.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4304,The Charge of the Light Brigade,43884,18,6.8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4305,Below Zero,107315,12,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4306,Crowsnest,137955,12,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4307,Airborne,13064,20,6.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4308,Cotton Comes to Harlem,59917,13,6.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4309,The Wicked Within,157422,26,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4310,Bleeding Hearts,310933,1,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4311,Waiting...,7553,237,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312,Dead Man's Shoes,12877,151,7.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4313,From a Whisper to a Scream,39895,15,6.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4314,Sex With Strangers,102840,1,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315,Dracula: Pages from a Virgin's Diary,55616,8,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4316,Faith Like Potatoes,29697,9,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4317,Beyond the Black Rainbow,50037,77,5.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
4318,The Raid,94329,1055,7.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4319,The Dead Undead,53502,6,3.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4320,The Vatican Exorcisms,202604,11,4.4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4321,Casablanca,289,1422,7.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4322,Lake Mungo,27374,90,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4323,Rocket Singh: Salesman of the Year,26815,27,7.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4324,Silent Running,811,177,6.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4325,Rocky,1366,1791,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4326,The Sleepwalker,244776,7,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4327,Tom Jones,5769,39,6.1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4328,Unfriended,277685,1047,5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4329,Taxi Driver,103,2535,8.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4330,The Howling,11298,161,6.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4331,Dr. No,646,940,6.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
